obs.x	obs.y	obs.tot	mean.x	mean.y	mean.diff	var.x	var.y	stderr	df	statistic	pvalue	conf.low	conf.high	alternative	mean.null	conf.level
MAR06527	23	7	30	3.7443055	3.7050542	 0.0392513032	1.830220e-03	1.504311e-03	0.0171603121	10.859985	 2.287330	0.0432664398	 1.422214e-03	 7.708039e-02	two.sided	0	0.95
MAR06646	23	7	30	2.9870950	3.0963965	-0.1093014499	1.402945e-02	6.374919e-04	0.0264772836	26.863978	-4.128122	0.0003175962	-1.636412e-01	-5.496168e-02	two.sided	0	0.95
MAR06647	23	7	30	2.9056589	3.1022350	-0.1965761087	4.552286e-02	2.486992e-03	0.0483170709	27.373037	-4.068461	0.0003616359	-2.956514e-01	-9.750085e-02	two.sided	0	0.95
MAR06650	23	7	30	2.1696622	2.2727574	-0.1030951469	1.471922e-02	6.187158e-03	0.0390364666	15.603093	-2.640996	0.0180697087	-1.860202e-01	-2.017012e-02	two.sided	0	0.95
MAR06652	23	7	30	2.1696622	2.2727574	-0.1030951469	1.471922e-02	6.187158e-03	0.0390364666	15.603093	-2.640996	0.0180697087	-1.860202e-01	-2.017012e-02	two.sided	0	0.95
MAR06659	23	7	30	6.3741074	6.3917385	-0.0176311407	3.775832e-04	2.197124e-04	0.0069140544	12.951477	-2.550044	0.0242474138	-3.257374e-02	-2.688544e-03	two.sided	0	0.95
MAR06660	23	7	30	2.1696622	2.2727574	-0.1030951469	1.471922e-02	6.187158e-03	0.0390364666	15.603093	-2.640996	0.0180697087	-1.860202e-01	-2.017012e-02	two.sided	0	0.95
MAR06661	23	7	30	2.6334435	2.8595589	-0.2261154616	4.012703e-02	4.542195e-02	0.0907386564	 9.473403	-2.491942	0.0330932576	-4.298275e-01	-2.240337e-02	two.sided	0	0.95
MAR06662	23	7	30	2.9056589	3.1022350	-0.1965761087	4.552286e-02	2.486992e-03	0.0483170709	27.373037	-4.068461	0.0003616359	-2.956514e-01	-9.750085e-02	two.sided	0	0.95
MAR06672	23	7	30	2.6334435	2.8595589	-0.2261154616	4.012703e-02	4.542195e-02	0.0907386564	 9.473403	-2.491942	0.0330932576	-4.298275e-01	-2.240337e-02	two.sided	0	0.95
MAR06673	23	7	30	2.9056589	3.1022350	-0.1965761087	4.552286e-02	2.486992e-03	0.0483170709	27.373037	-4.068461	0.0003616359	-2.956514e-01	-9.750085e-02	two.sided	0	0.95
MAR06674	23	7	30	2.9056589	3.1022350	-0.1965761087	4.552286e-02	2.486992e-03	0.0483170709	27.373037	-4.068461	0.0003616359	-2.956514e-01	-9.750085e-02	two.sided	0	0.95
MAR06675	23	7	30	2.9870950	3.0963965	-0.1093014499	1.402945e-02	6.374919e-04	0.0264772836	26.863978	-4.128122	0.0003175962	-1.636412e-01	-5.496168e-02	two.sided	0	0.95
MAR06676	23	7	30	2.9056589	3.1022350	-0.1965761087	4.552286e-02	2.486992e-03	0.0483170709	27.373037	-4.068461	0.0003616359	-2.956514e-01	-9.750085e-02	two.sided	0	0.95
MAR06725	23	7	30	1.5449956	1.5974833	-0.0524877183	6.557701e-03	1.577560e-03	0.0225938732	21.430282	-2.323095	0.0300837267	-9.941687e-02	-5.558564e-03	two.sided	0	0.95
MAR06969	23	7	30	8.4627017	8.4235673	 0.0391343466	6.108269e-04	6.609785e-04	0.0109992357	 9.641684	 3.557915	0.0055049071	 1.450250e-02	 6.376619e-02	two.sided	0	0.95
MAR07154	23	7	30	2.7235263	2.6931178	 0.0304085107	4.331951e-03	1.308878e-04	0.0143890219	25.657767	 2.113313	0.0444610662	 8.122399e-04	 6.000478e-02	two.sided	0	0.95
MAR07190	23	7	30	1.6816538	1.6921289	-0.0104750675	1.926035e-04	9.137947e-05	0.0046290687	14.535529	-2.262889	0.0394279196	-2.036923e-02	-5.809101e-04	two.sided	0	0.95
MAR07786	23	7	30	1.7274336	1.7167549	 0.0106787020	1.689264e-04	1.004702e-04	0.0046580584	12.797793	 2.292522	0.0394910187	 5.993921e-04	 2.075801e-02	two.sided	0	0.95
MAR08022	23	7	30	1.7864496	1.8531166	-0.0666669700	1.588559e-02	2.284655e-03	0.0318913299	26.229071	-2.090442	0.0464121022	-1.321927e-01	-1.141255e-03	two.sided	0	0.95
MAR08482	23	7	30	5.1306897	5.0579166	 0.0727730539	6.574727e-03	3.863585e-03	0.0289447485	12.881991	 2.514206	0.0260288647	 1.018345e-02	 1.353627e-01	two.sided	0	0.95
MAR08676	23	7	30	3.7356731	3.8233845	-0.0877113999	1.800853e-02	3.380118e-03	0.0355788375	24.013889	-2.465269	0.0212247258	-1.611403e-01	-1.428254e-02	two.sided	0	0.95
MAR08677	23	7	30	3.7356731	3.8233845	-0.0877113999	1.800853e-02	3.380118e-03	0.0355788375	24.013889	-2.465269	0.0212247258	-1.611403e-01	-1.428254e-02	two.sided	0	0.95
MAR08698	23	7	30	2.9870950	3.0963965	-0.1093014499	1.402945e-02	6.374919e-04	0.0264772836	26.863978	-4.128122	0.0003175962	-1.636412e-01	-5.496168e-02	two.sided	0	0.95
MAR08699	23	7	30	2.9870950	3.0963965	-0.1093014499	1.402945e-02	6.374919e-04	0.0264772836	26.863978	-4.128122	0.0003175962	-1.636412e-01	-5.496168e-02	two.sided	0	0.95
MAR08958	23	7	30	8.2155526	8.2137436	 0.0018089592	4.985687e-06	1.786061e-06	0.0006869647	17.149615	 2.633264	0.0173476086	 3.605529e-04	 3.257365e-03	two.sided	0	0.95
MAR08993	23	7	30	8.2155526	8.2137436	 0.0018089592	4.985687e-06	1.786061e-06	0.0006869647	17.149615	 2.633264	0.0173476086	 3.605529e-04	 3.257365e-03	two.sided	0	0.95
MAR08994	23	7	30	8.2155526	8.2137436	 0.0018089592	4.985687e-06	1.786061e-06	0.0006869647	17.149615	 2.633264	0.0173476086	 3.605529e-04	 3.257365e-03	two.sided	0	0.95
MAR09036	23	7	30	8.2562635	8.2733982	-0.0171346601	7.981574e-04	1.585802e-04	0.0075734281	23.452434	-2.262471	0.0332262210	-3.278478e-02	-1.484537e-03	two.sided	0	0.95
MAR09076	23	7	30	8.7783363	8.7785715	-0.0002351599	8.518157e-08	4.880106e-08	0.0001033205	13.062691	-2.276023	0.0403257822	-4.582614e-04	-1.205835e-05	two.sided	0	0.95
MAR09172	23	7	30	8.2736025	8.2810785	-0.0074760329	1.619501e-04	1.924571e-05	0.0031290091	27.282747	-2.389265	0.0240523434	-1.389312e-02	-1.058948e-03	two.sided	0	0.95
MAR09242	23	7	30	8.4992940	8.5118634	-0.0125693103	4.854352e-04	4.301729e-05	0.0052202688	27.979077	-2.407790	0.0228892066	-2.326291e-02	-1.875714e-03	two.sided	0	0.95
MAR09258	23	7	30	8.2743736	8.2815050	-0.0071314198	1.567470e-04	1.899250e-05	0.0030867943	27.197851	-2.310300	0.0286898201	-1.346284e-02	-7.999962e-04	two.sided	0	0.95
MAR09283	23	7	30	8.1673012	8.1345360	 0.0327652485	3.594398e-03	5.838979e-04	0.0154819945	25.311858	 2.116345	0.0443176752	 8.993920e-04	 6.463111e-02	two.sided	0	0.95
MAR09284	23	7	30	8.1704682	8.1375006	 0.0329676544	3.210544e-03	5.417249e-04	0.0147301775	24.990884	 2.238103	0.0343648449	 2.629725e-03	 6.330558e-02	two.sided	0	0.95
MAR09404	23	7	30	6.5932856	6.6158349	-0.0225492898	6.212643e-04	2.992026e-04	0.0083519290	14.410042	-2.699890	0.0169181090	-4.041469e-02	-4.683886e-03	two.sided	0	0.95
MAR09808	23	7	30	8.3956080	8.4060617	-0.0104537101	1.389380e-04	5.221239e-05	0.0036741931	16.671633	-2.845172	0.0113472937	-1.821723e-02	-2.690193e-03	two.sided	0	0.95
MAR09809	23	7	30	8.2768359	8.2891674	-0.0123315425	3.442679e-04	3.846526e-05	0.0045236277	27.519024	-2.726029	0.0110184687	-2.160508e-02	-3.058009e-03	two.sided	0	0.95
MAR09811	23	7	30	8.2796285	8.2891674	-0.0095389779	1.953189e-04	3.846526e-05	0.0037399417	23.541161	-2.550569	0.0176980796	-1.726581e-02	-1.812148e-03	two.sided	0	0.95
MAR09815	23	7	30	8.2768359	8.2891674	-0.0123315425	3.442679e-04	3.846526e-05	0.0045236277	27.519024	-2.726029	0.0110184687	-2.160508e-02	-3.058009e-03	two.sided	0	0.95
MAR09869	23	7	30	3.2800588	3.1890066	 0.0910521987	6.347000e-03	3.004580e-03	0.0265552678	14.554351	 3.428781	0.0038755317	 3.429966e-02	 1.478047e-01	two.sided	0	0.95
MAR09872	23	7	30	3.2736098	3.1796219	 0.0939879522	7.417472e-03	2.970045e-03	0.0273274752	16.057378	 3.439321	0.0033538819	 3.607311e-02	 1.519028e-01	two.sided	0	0.95
MAR09876	23	7	30	3.3107361	3.1892611	 0.1214749795	1.073429e-02	3.433583e-03	0.0309389746	18.325018	 3.926277	0.0009612562	 5.655714e-02	 1.863928e-01	two.sided	0	0.95
MAR09887	23	7	30	3.4280749	3.3326959	 0.0953789468	8.183371e-03	4.687575e-03	0.0320226851	13.063813	 2.978481	0.0106226447	 2.623248e-02	 1.645254e-01	two.sided	0	0.95
MAR09888	23	7	30	2.3814573	2.3466782	 0.0347790688	1.014812e-03	6.417814e-04	0.0116535550	12.382453	 2.984417	0.0110506819	 9.474861e-03	 6.008328e-02	two.sided	0	0.95
MAR09891	23	7	30	3.4280749	3.3326959	 0.0953789468	8.183371e-03	4.687575e-03	0.0320226851	13.063813	 2.978481	0.0106226447	 2.623248e-02	 1.645254e-01	two.sided	0	0.95
MAR09892	23	7	30	3.4280749	3.3326959	 0.0953789468	8.183371e-03	4.687575e-03	0.0320226851	13.063813	 2.978481	0.0106226447	 2.623248e-02	 1.645254e-01	two.sided	0	0.95
MAR09895	23	7	30	3.4280749	3.3326959	 0.0953789468	8.183371e-03	4.687575e-03	0.0320226851	13.063813	 2.978481	0.0106226447	 2.623248e-02	 1.645254e-01	two.sided	0	0.95
MAR09898	23	7	30	3.4311894	3.3357676	 0.0954218283	8.255083e-03	4.868593e-03	0.0324719869	12.856615	 2.938589	0.0116382754	 2.519075e-02	 1.656529e-01	two.sided	0	0.95
MAR09904	23	7	30	3.2800588	3.1890066	 0.0910521987	6.347000e-03	3.004580e-03	0.0265552678	14.554351	 3.428781	0.0038755317	 3.429966e-02	 1.478047e-01	two.sided	0	0.95
MAR09907	23	7	30	3.4311894	3.3357676	 0.0954218283	8.255083e-03	4.868593e-03	0.0324719869	12.856615	 2.938589	0.0116382754	 2.519075e-02	 1.656529e-01	two.sided	0	0.95
MAR09908	23	7	30	3.4311894	3.3357676	 0.0954218283	8.255083e-03	4.868593e-03	0.0324719869	12.856615	 2.938589	0.0116382754	 2.519075e-02	 1.656529e-01	two.sided	0	0.95
MAR09909	23	7	30	3.4280749	3.3326959	 0.0953789468	8.183371e-03	4.687575e-03	0.0320226851	13.063813	 2.978481	0.0106226447	 2.623248e-02	 1.645254e-01	two.sided	0	0.95
MAR09912	23	7	30	3.0001580	3.0243126	-0.0241545292	1.472261e-03	4.609641e-04	0.0113957603	18.552882	-2.119607	0.0477652265	-4.804509e-02	-2.639639e-04	two.sided	0	0.95
MAR09913	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR09914	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR09915	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR09916	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR09917	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR09918	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR09920	23	7	30	8.5552438	8.5661218	-0.0108779510	2.983834e-04	4.245088e-05	0.0043632100	26.301790	-2.493107	0.0192746128	-1.984165e-02	-1.914250e-03	two.sided	0	0.95
MAR10001	23	7	30	8.0885706	8.0938165	-0.0052458887	5.865126e-05	7.666319e-06	0.0019092520	26.817643	-2.747615	0.0105980377	-9.164597e-03	-1.327180e-03	two.sided	0	0.95
MAR10160	23	7	30	8.4627017	8.4235673	 0.0391343466	6.108269e-04	6.609785e-04	0.0109992357	 9.641684	 3.557915	0.0055049071	 1.450250e-02	 6.376619e-02	two.sided	0	0.95
MAR10200	23	7	30	8.0885706	8.0938165	-0.0052458887	5.865126e-05	7.666319e-06	0.0019092520	26.817643	-2.747615	0.0105980377	-9.164597e-03	-1.327180e-03	two.sided	0	0.95
MAR10223	23	7	30	8.4627017	8.4235673	 0.0391343466	6.108269e-04	6.609785e-04	0.0109992357	 9.641684	 3.557915	0.0055049071	 1.450250e-02	 6.376619e-02	two.sided	0	0.95
MAR10240	23	7	30	8.0885706	8.0938165	-0.0052458887	5.865126e-05	7.666319e-06	0.0019092520	26.817643	-2.747615	0.0105980377	-9.164597e-03	-1.327180e-03	two.sided	0	0.95
MAR10246	23	7	30	7.8999979	7.9036741	-0.0036761948	5.584236e-05	3.642770e-06	0.0017170686	27.764624	-2.140971	0.0412006568	-7.194794e-03	-1.575954e-04	two.sided	0	0.95
MAR10264	23	7	30	8.3605218	8.3223411	 0.0381806855	5.310358e-04	5.152883e-04	0.0098336730	10.083503	 3.882647	0.0029987372	 1.629447e-02	 6.006690e-02	two.sided	0	0.95
MAR10321	23	7	30	8.0885706	8.0938165	-0.0052458887	5.865126e-05	7.666319e-06	0.0019092520	26.817643	-2.747615	0.0105980377	-9.164597e-03	-1.327180e-03	two.sided	0	0.95
MAR10339	23	7	30	8.0885706	8.0938165	-0.0052458887	5.865126e-05	7.666319e-06	0.0019092520	26.817643	-2.747615	0.0105980377	-9.164597e-03	-1.327180e-03	two.sided	0	0.95
MAR10367	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR10390	23	7	30	8.3605218	8.3223411	 0.0381806855	5.310358e-04	5.152883e-04	0.0098336730	10.083503	 3.882647	0.0029987372	 1.629447e-02	 6.006690e-02	two.sided	0	0.95
MAR10399	23	7	30	8.0885706	8.0938165	-0.0052458887	5.865126e-05	7.666319e-06	0.0019092520	26.817643	-2.747615	0.0105980377	-9.164597e-03	-1.327180e-03	two.sided	0	0.95
MAR10400	23	7	30	8.0885706	8.0938165	-0.0052458887	5.865126e-05	7.666319e-06	0.0019092520	26.817643	-2.747615	0.0105980377	-9.164597e-03	-1.327180e-03	two.sided	0	0.95
MAR10434	23	7	30	8.2904906	8.2987867	-0.0082960509	1.218464e-04	5.772532e-06	0.0024743319	26.984729	-3.352845	0.0023807401	-1.337310e-02	-3.219007e-03	two.sided	0	0.95
MAR10442	23	7	30	8.2904906	8.2987867	-0.0082960509	1.218464e-04	5.772532e-06	0.0024743319	26.984729	-3.352845	0.0023807401	-1.337310e-02	-3.219007e-03	two.sided	0	0.95
MAR10483	23	7	30	8.4689093	8.4991535	-0.0302441677	1.070813e-03	3.110179e-05	0.0071414437	25.546340	-4.235021	0.0002604684	-4.493631e-02	-1.555202e-02	two.sided	0	0.95
MAR10492	23	7	30	8.4689093	8.4991535	-0.0302441677	1.070813e-03	3.110179e-05	0.0071414437	25.546340	-4.235021	0.0002604684	-4.493631e-02	-1.555202e-02	two.sided	0	0.95
MAR11250	23	7	30	3.0001580	3.0243126	-0.0241545292	1.472261e-03	4.609641e-04	0.0113957603	18.552882	-2.119607	0.0477652265	-4.804509e-02	-2.639639e-04	two.sided	0	0.95
MAR11270	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR11272	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR11274	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR11275	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR11276	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR11277	23	7	30	3.1629045	3.1862368	-0.0233323756	1.742765e-03	3.321053e-04	0.0111002715	23.866682	-2.101964	0.0462945573	-4.624898e-02	-4.157670e-04	two.sided	0	0.95
MAR11292	23	7	30	8.6272280	8.6340688	-0.0068407766	1.652744e-04	1.582213e-05	0.0030734587	27.896467	-2.225758	0.0342887813	-1.313752e-02	-5.440290e-04	two.sided	0	0.95
MAR11293	23	7	30	8.6272280	8.6340688	-0.0068407766	1.652744e-04	1.582213e-05	0.0030734587	27.896467	-2.225758	0.0342887813	-1.313752e-02	-5.440290e-04	two.sided	0	0.95
MAR11303	23	7	30	3.1583030	3.1914608	-0.0331577809	2.134719e-03	1.744899e-04	0.0108508534	27.998898	-3.055776	0.0048912088	-5.538479e-02	-1.093078e-02	two.sided	0	0.95
MAR11337	23	7	30	6.9568942	6.9688435	-0.0119492511	2.164612e-04	5.013451e-05	0.0040710476	21.842722	-2.935178	0.0076973000	-2.039561e-02	-3.502889e-03	two.sided	0	0.95
MAR11443	23	7	30	1.5482009	1.6002911	-0.0520901750	6.409937e-03	1.534140e-03	0.0223126814	21.486121	-2.334555	0.0293370305	-9.842809e-02	-5.752255e-03	two.sided	0	0.95
MAR11896	23	7	30	6.3741074	6.3917385	-0.0176311407	3.775832e-04	2.197124e-04	0.0069140544	12.951477	-2.550044	0.0242474138	-3.257374e-02	-2.688544e-03	two.sided	0	0.95
MAR11897	23	7	30	6.3741074	6.3917385	-0.0176311407	3.775832e-04	2.197124e-04	0.0069140544	12.951477	-2.550044	0.0242474138	-3.257374e-02	-2.688544e-03	two.sided	0	0.95
MAR11930	23	7	30	7.9808756	7.9887823	-0.0079066633	2.034750e-04	3.923426e-05	0.0038015302	23.751012	-2.079863	0.0485043906	-1.575699e-02	-5.633566e-05	two.sided	0	0.95
MAR11958	23	7	30	8.3123042	8.3158256	-0.0035214501	3.680330e-05	8.120436e-06	0.0016613867	22.363631	-2.119585	0.0453690322	-6.963710e-03	-7.919039e-05	two.sided	0	0.95
MAR11959	23	7	30	8.3123042	8.3158256	-0.0035214501	3.680330e-05	8.120436e-06	0.0016613867	22.363631	-2.119585	0.0453690322	-6.963710e-03	-7.919039e-05	two.sided	0	0.95
MAR12460	23	7	30	2.6682556	2.6376917	 0.0305638434	2.868668e-03	3.379981e-04	0.0131533312	27.318585	 2.323658	0.0278210798	 3.590156e-03	 5.753753e-02	two.sided	0	0.95
MAR12705	23	7	30	7.9819027	7.9887979	-0.0068952452	6.382268e-05	2.933705e-06	0.0017871765	26.897570	-3.858178	0.0006464881	-1.056288e-02	-3.227608e-03	two.sided	0	0.95
MAR12706	23	7	30	7.9819027	7.9887979	-0.0068952452	6.382268e-05	2.933705e-06	0.0017871765	26.897570	-3.858178	0.0006464881	-1.056288e-02	-3.227608e-03	two.sided	0	0.95
MAR12713	23	7	30	7.6808902	7.6708190	 0.0100711831	3.118985e-04	5.671600e-05	0.0046543626	24.315448	 2.163816	0.0405170872	 4.716415e-04	 1.967072e-02	two.sided	0	0.95
MAR12714	23	7	30	7.6808902	7.6708190	 0.0100711831	3.118985e-04	5.671600e-05	0.0046543626	24.315448	 2.163816	0.0405170872	 4.716415e-04	 1.967072e-02	two.sided	0	0.95
MAR12859	23	7	30	7.6808902	7.6708190	 0.0100711831	3.118985e-04	5.671600e-05	0.0046543626	24.315448	 2.163816	0.0405170872	 4.716415e-04	 1.967072e-02	two.sided	0	0.95
MAR12860	23	7	30	7.6808902	7.6708190	 0.0100711831	3.118985e-04	5.671600e-05	0.0046543626	24.315448	 2.163816	0.0405170872	 4.716415e-04	 1.967072e-02	two.sided	0	0.95
MAR12986	23	7	30	7.6808902	7.6708190	 0.0100711831	3.118985e-04	5.671600e-05	0.0046543626	24.315448	 2.163816	0.0405170872	 4.716415e-04	 1.967072e-02	two.sided	0	0.95
MAR12987	23	7	30	7.6808902	7.6708190	 0.0100711831	3.118985e-04	5.671600e-05	0.0046543626	24.315448	 2.163816	0.0405170872	 4.716415e-04	 1.967072e-02	two.sided	0	0.95
MAR13041	23	7	30	8.0858921	8.0919543	-0.0060622245	1.005620e-04	4.239560e-06	0.0022311233	26.642597	-2.717118	0.0114250689	-1.064299e-02	-1.481462e-03	two.sided	0	0.95
MAR13052	23	7	30	8.2904906	8.2987867	-0.0082960509	1.218464e-04	5.772532e-06	0.0024743319	26.984729	-3.352845	0.0023807401	-1.337310e-02	-3.219007e-03	two.sided	0	0.95
