nodeID	nodeLabel	DNA_methylation_logFC	DNA_methylation_P.Value	GRN_logFC	GRN_P.Value	GRN_eigenvalue	GRN_Page_Rank	GRN_size	GRN_nes	GRN_pval	fPPI_Mutations_of_interest_vs_Group_control_diff	fPPI_Mutations_of_interest_vs_Group_control_p.val	Metabo_mean.diff	Metabo_pvalue	eigen_pchic
670	frag_132030	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
671	frag_132031	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
672	frag_132034	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
673	frag_132036	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
674	frag_132037	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
675	frag_132038	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
676	frag_132040	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
677	frag_132041	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
678	frag_132042	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
679	frag_132043	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
680	frag_132044	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
681	frag_132045	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
682	frag_132047	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
683	frag_132048	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
684	frag_132049	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
685	frag_132051	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
686	frag_132052	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
687	frag_132053	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
688	frag_132054	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
689	frag_132056	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
690	frag_132057	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
691	frag_132058	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
692	frag_132060	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631496
693	frag_132061	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
694	frag_132062	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
695	frag_132063	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
696	frag_132065	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
697	frag_132066	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
698	frag_132067	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
699	frag_132068	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
700	frag_132069	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
701	frag_132070	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
702	frag_132071	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
703	frag_132072	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
704	frag_132073	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
705	frag_132075	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
706	frag_132076	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
707	frag_132077	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
708	frag_132078	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
709	frag_132079	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
710	frag_132080	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
711	frag_132081	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
712	frag_132082	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
713	frag_132083	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
714	frag_132087	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
715	frag_132088	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
716	frag_132089	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
717	frag_132100	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
718	frag_132101	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
719	frag_132102	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
720	frag_132114	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
721	frag_132116	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
722	frag_132117	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
723	frag_132118	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
724	frag_132119	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
725	frag_132122	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631493
726	frag_132140	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
727	frag_132184	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631495
728	frag_132186	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
729	frag_132191	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0.000255428285631494
731	frag_13389	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.09467332031722e-18
732	frag_136888	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
733	frag_136909	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
734	frag_136922	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
735	frag_136938	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
736	frag_136941	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
737	frag_136942	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
738	frag_136944	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
739	frag_136945	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
740	frag_136946	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
741	frag_136947	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
742	frag_136949	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
743	frag_136952	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
744	frag_136953	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
745	frag_136955	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
746	frag_136956	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
747	frag_136957	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
748	frag_136959	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
749	frag_136960	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
750	frag_136961	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
751	frag_136963	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
752	frag_136965	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
753	frag_136967	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
754	frag_136968	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
755	frag_136969	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
756	frag_136970	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
757	frag_136975	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
758	frag_136980	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
759	frag_136981	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
760	frag_136986	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
761	frag_136987	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
762	frag_136988	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
763	frag_136991	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
764	frag_136993	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
765	frag_136994	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
766	frag_137055	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
767	frag_137093	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
768	frag_137094	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
769	frag_13909	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.85000282292729e-18
770	frag_13934	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.72142522319679e-18
771	frag_139602	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
772	frag_139606	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
773	frag_139607	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
774	frag_139608	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
775	frag_139609	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
776	frag_139611	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
777	frag_139612	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
778	frag_139613	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
779	frag_139614	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
780	frag_139615	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
781	frag_139616	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
782	frag_139617	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
783	frag_139619	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
784	frag_139620	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
785	frag_139622	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
786	frag_139624	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
787	frag_139625	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
788	frag_139626	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
789	frag_139627	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
790	frag_139628	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
791	frag_139629	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
792	frag_139630	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
793	frag_139632	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
794	frag_139634	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
795	frag_139640	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
796	frag_139641	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
797	frag_139644	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
798	frag_139648	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
799	frag_139649	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
800	frag_139650	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
801	frag_139651	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
802	frag_139652	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
803	frag_139653	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
804	frag_139654	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
805	frag_139655	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
806	frag_139656	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
807	frag_139657	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
808	frag_139658	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
809	frag_139659	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
810	frag_139660	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
811	frag_139661	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
812	frag_139662	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
813	frag_139663	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
814	frag_139664	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
815	frag_139665	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
816	frag_139666	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
817	frag_139667	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
818	frag_139668	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
819	frag_139669	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
820	frag_139670	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
821	frag_139671	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
822	frag_139672	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
823	frag_139673	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
824	frag_139674	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
825	frag_139675	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
826	frag_139676	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
827	frag_139677	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
828	frag_139679	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
829	frag_139680	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
830	frag_139681	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
831	frag_139682	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
832	frag_139683	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
833	frag_139684	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
834	frag_139685	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
835	frag_139686	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
836	frag_139687	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
837	frag_139688	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
838	frag_139689	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
839	frag_139690	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
840	frag_139691	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
841	frag_139692	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
842	frag_139693	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
843	frag_139695	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
844	frag_139696	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
845	frag_139697	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
846	frag_139698	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
847	frag_139699	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
848	frag_139700	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
849	frag_139701	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
850	frag_139702	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
851	frag_139703	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
852	frag_139704	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
853	frag_139705	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
854	frag_139706	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
855	frag_139707	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
856	frag_139708	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
857	frag_139709	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
858	frag_139711	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
859	frag_139712	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
860	frag_139713	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
861	frag_139714	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
862	frag_139715	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
863	frag_139716	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
864	frag_139717	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
865	frag_139718	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
866	frag_139721	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
867	frag_139722	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
868	frag_139723	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
869	frag_139725	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
870	frag_139727	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
871	frag_139730	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
872	frag_139731	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
873	frag_139732	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
874	frag_139736	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
875	frag_139737	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
876	frag_139738	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
877	frag_139739	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
878	frag_139740	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
879	frag_139742	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
880	frag_139748	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
881	frag_139749	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
882	frag_139750	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
883	frag_139751	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
884	frag_139752	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
885	frag_139753	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
886	frag_139754	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
887	frag_139755	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
888	frag_139756	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
889	frag_139758	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
890	frag_139759	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
891	frag_139760	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
892	frag_139761	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
893	frag_139762	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
894	frag_139763	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
895	frag_139764	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
896	frag_139765	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
897	frag_139766	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
898	frag_139767	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
899	frag_139768	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
900	frag_139769	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
901	frag_139771	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
902	frag_139792	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
903	frag_139795	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
904	frag_139799	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
906	frag_139814	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
907	frag_139815	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
908	frag_139816	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
909	frag_139819	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
910	frag_139820	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
911	frag_139821	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
912	frag_139822	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
913	frag_139823	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
914	frag_139824	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
915	frag_139826	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
916	frag_139827	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
917	frag_139828	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
918	frag_139829	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
919	frag_139830	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
920	frag_139831	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
921	frag_139832	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
922	frag_139833	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
923	frag_139834	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
924	frag_139835	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
925	frag_139836	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
926	frag_139851	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
927	frag_139852	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
928	frag_139853	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
929	frag_139854	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
930	frag_139855	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
931	frag_139856	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
932	frag_139858	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
933	frag_139859	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
934	frag_139860	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
935	frag_139861	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
936	frag_139862	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	0
937	frag_13995	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	2.50296437917384e-18
938	frag_14001	0	1	0	1	-0,01045008435012	-10,0111331994152	0	0	1	0	1	0	1	1.95835861848126e-18
