Regulator	Target	MI	pvalue
SMARCA4	NUDT5	0.6304055598302679	0.018184724233354377
RBBP5	ZNF564	0.7044198147741643	9.824611124642502E-9
BHLHE40	PGBD2	0.6314127725963607	0.0011875589665533148
GTF3C2	PI4KAP1	0.643178501927078	3.6387448609787043E-10
MAFK	KL	0.6577718261355231	0.0
ARID3A	RAB2A	0.7298094846911012	0.0
PHF8	LOC100129637	0.6670981293041243	0.018184724233354377
ETS1	ASH2L	0.6789070532606386	0.018184724233354377
ARID3A	FUBP1	0.6705500771744539	9.824611124642502E-9
MAFK	SLC18A1	0.6581173851347609	0.018184724233354377
RBBP5	NOLC1	0.6198168989732261	3.938213563037252E-6
SMARCC2	HSPB1	0.6444083029220526	0.018184724233354377
TFAP2C	SMOC1	0.6529095025735213	0.018184724233354377
SMC3	SKA3	0.6218448546894929	3.938213563037252E-6
NFE2	LUC7L2	0.7372888589822825	0.018184724233354377
RBBP5	ZNF438	0.6420734470847896	0.0011875589665533148
SP2	NDUFA2	0.6000128967476613	0.0
H2AFZ	DSN1	0.6741523084392128	0.0
BCL11A	NPM3	0.6177593075405532	0.018184724233354377
PHF8	CUL9	0.6446365528577911	3.6387448609787043E-10
TBP	SUMF2	0.7037098224887769	0.0
KAT2A	MSRB3	0.6858261961128189	0.0011875589665533148
CHD1	DYNC2LI1	0.6189626871716205	0.0011875589665533148
SMARCC2	FKBP3	0.718260895550972	0.0
SMARCC2	MLH3	0.6775278796685126	2.0267808875651383E-7
POU5F1	GPRIN3	0.6753352252852821	9.824611124642502E-9
CBX3	IREB2	0.6556975771840589	0.0
ELK1	TUBGCP6	0.6549390891618313	3.938213563037252E-6
SMARCC1	INTS12	0.6264099957773396	3.938213563037252E-6
SMARCC1	INTS10	0.6732295605958777	0.0
GABPA	TRAFD1	0.6523970582470864	0.018184724233354377
GABPA	PGPEP1L	0.7202464128588398	0.0
KDM1A	FAM190A	0.6753982409131342	3.6387448609787043E-10
CCNT2	CHD6	0.6803997894312445	9.824611124642502E-9
CCNT2	CHD2	0.6579151300964371	2.0267808875651383E-7
PHF8	BAIAP2	0.6106078632836662	0.018184724233354377
CCNT2	CHD8	0.772762928209734	3.6387448609787043E-10
CEBPZ	SNORD59A	0.6205971189501168	0.0011875589665533148
SIRT6	TWIST1	0.6308130144530791	3.938213563037252E-6
POLR3A	ATL2	0.6680748049385464	0.0
RBBP5	ZNF718	0.6839524433363287	7.115492800746637E-5
NR2C2	COPS5	0.6654165186155875	2.0267808875651383E-7
USF1	NOSTRIN	0.6380236072041878	0.018184724233354377
RBBP5	ZNF747	0.6594575590372979	3.938213563037252E-6
BCL11A	CCDC124	0.6674179204599604	2.0267808875651383E-7
HMGN3	RNF169	0.6234509869783239	0.018184724233354377
SMC3	SMC5	0.6322150892128569	0.0
BCL11A	MSH5	0.6366372252489003	7.115492800746637E-5
POLR3A	ATF2	0.6099931870427491	0.018184724233354377
BCLAF1	USP17	0.6267762080366835	0.018184724233354377
IKZF1	TMEM130	0.6580480866566981	0.0
HDAC6	FDFT1	0.5800554523516765	0.018184724233354377
RBBP5	ZNF664	0.7033816593723048	2.0267808875651383E-7
CHD2	GPR17	0.5972312404138811	0.018184724233354377
KDM5B	IFT140	0.656569968690468	7.115492800746637E-5
ATF1	PIN4	0.6066030049356724	0.018184724233354377
SP2	RAB33A	0.6491693585136888	7.115492800746637E-5
RBBP5	ZNF620	0.6307257230844817	3.938213563037252E-6
POLR3G	PDCD5	0.677143176982258	0.0
SMARCC1	MRTO4	0.6314258819373296	9.824611124642502E-9
NFYA	STK24	0.6651265068677159	0.0
MYBL2	LOC100233209	0.6257010428343937	0.018184724233354377
SP4	ARFGEF2	0.6702182893205776	0.0011875589665533148
BDP1	RASA2	0.672988553989595	0.0
MAFF	CELA1	0.6378279072464698	7.115492800746637E-5
KDM1A	PDGFC	0.7061301387525827	0.018184724233354377
TFAP2C	FAM35A	0.686563369413108	0.0
KDM5B	DPY19L4	0.6844119476707654	0.018184724233354377
KDM1A	FAM179B	0.6946124683270197	2.0267808875651383E-7
WRNIP1	SUSD1	0.6319211195751216	7.115492800746637E-5
FLI1	LRRC8D	0.6967598386552343	0.018184724233354377
CCNT2	CIR1	0.6801956514331987	7.115492800746637E-5
SMARCC2	NAE1	0.654207243473009	0.0
GATA2	SLC45A4	0.6635760343281828	3.938213563037252E-6
TRIM28	TICAM1	0.6501496761208467	2.0267808875651383E-7
KDM1A	TUBB1	0.6096325122743809	0.0
MYBL2	TRAF3IP2	0.6673758284793027	0.0
GTF3C2	C5orf30	0.6469714457986853	0.0
HDAC2	NRD1	0.5949051756166324	7.115492800746637E-5
SP2	HIST2H2AB	0.6806063222337595	0.0011875589665533148
SMC3	LOC81691	0.5749347997537789	0.018184724233354377
RBBP5	ZNF828	0.6904873682292337	9.824611124642502E-9
TAF1	TRDN	0.6477986429181796	9.824611124642502E-9
SMARCC2	NBR1	0.5830521595783689	2.0267808875651383E-7
SUZ12	NCLN	0.6374564548718644	7.115492800746637E-5
ELK4	ZFP14	0.6348338147468876	0.0011875589665533148
IRF3	MOG	0.6311511506000195	3.938213563037252E-6
NFATC1	HIST1H4L	0.713892854992904	3.938213563037252E-6
KDM1A	FAM184B	0.6196551215820306	0.018184724233354377
BDP1	METTL2A	0.710610329213898	0.0
MYBL2	ARSH	0.7197721960501441	0.0
FLI1	KIAA2018	0.6592892414233513	3.6387448609787043E-10
SMARCB1	MTMR7	0.6458594739537842	2.0267808875651383E-7
GATA1	SOX7	0.7257337323540396	0.0
SETDB1	TBC1D19	0.6291403865836905	3.6387448609787043E-10
SMARCB1	ANKRD17	0.7194461186349408	0.0011875589665533148
CHD4	NDUFS1	0.7231844269060894	0.0
HCFC1	EDEM2	0.6684207716846309	0.0
GATA2	C9orf106	0.6571701918076194	7.115492800746637E-5
IRF3	TSN	0.6076836557969291	0.018184724233354377
GATA3	DOCK11	0.6323232534973622	0.0
TBP	FBXW8	0.6446279862668394	0.018184724233354377
CCNT2	CBR4	0.6854368792439873	2.0267808875651383E-7
KAT2B	SLC25A39	0.6802497655565236	0.0
KAT2B	SLC25A40	0.6634837656772652	0.0
SMARCC1	MRP63	0.6564875316728046	3.938213563037252E-6
BCL3	TARBP1	0.6159146791446116	0.0
MXI1	PINK1	0.6159020177709866	0.0
HSF1	CIAO1	0.6357558213094289	3.938213563037252E-6
ZNF384	TNS1	0.6904832848209422	3.6387448609787043E-10
NFYB	MAP7	0.7043188189015532	0.0
GABPA	RNF222	0.6976067716658767	0.0011875589665533148
UBTF	NOMO1	0.6649679588461884	0.018184724233354377
HMGN3	CDC5L	0.6516415433373531	0.0
HDAC6	ARRB2	0.6194572046235083	2.0267808875651383E-7
HMGN3	CDC40	0.6481952818753142	2.0267808875651383E-7
GTF3C2	MMS19	0.6586947661134022	0.0
GATA1	SNCA	0.683419986277196	0.0
SMARCC1	MRPS7	0.6248022676501059	3.938213563037252E-6
SMARCC1	MRPL9	0.6846333941286782	0.0
FLI1	TEX10	0.6500850444891229	7.115492800746637E-5
SMARCC1	CIAPIN1	0.6030028121596193	0.0011875589665533148
SP1	WDR1	0.7311448911620142	0.0011875589665533148
GABPA	RNF125	0.6020007761925525	2.0267808875651383E-7
TAF7	EARS2	0.6648944920763583	0.0
KAT2B	MED25	0.6392077582777446	0.0
ZBTB7A	ANKRD53	0.692207938599341	0.018184724233354377
GABPA	RNF141	0.6398549547074632	2.0267808875651383E-7
SUZ12	NFYB	0.7494657701414676	0.0
ZBTB7A	ANKRD39	0.6246495028840933	0.0
NFYB	NUCB2	0.6756918598426628	0.0011875589665533148
ZBTB7A	ANKRD11	0.633917424928336	7.115492800746637E-5
GABPA	RNF112	0.6270148981018395	0.0
ZBTB7A	ANKRD24	0.602609764836125	0.018184724233354377
RCOR1	TRIM40	0.6202600539765805	3.938213563037252E-6
KDM4A	BYSL	0.6650460421260046	3.938213563037252E-6
KAT2B	MBOAT1	0.6532294358257823	0.0
BCL11A	HDGFRP3	0.6543579819671024	0.0011875589665533148
CCNT2	CNOT6L	0.7760686312710454	0.0
GTF3C2	BBS10	0.6165611333858639	9.824611124642502E-9
RCOR1	KIAA0562	0.653555026812427	0.0011875589665533148
BDP1	tAKR	0.6655566675632868	2.0267808875651383E-7
ZNF143	RBM14	0.6878564127506694	0.0011875589665533148
ZNF143	RBM27	0.6664419540905852	3.6387448609787043E-10
ZNF274	C7orf40	0.6802460925990554	0.0
POU5F1	MCF2L2	0.6363035392186048	7.115492800746637E-5
RCOR1	KIAA0513	0.6510868737340174	0.0
CEBPB	ATP6V0D1	0.6927199290832641	0.0
ATF1	POT1	0.6208536812669134	0.018184724233354377
SMARCC2	NFYB	0.6687808367411014	9.824611124642502E-9
POLR3G	KRCC1	0.7690475680970316	0.0011875589665533148
POLR2A	MT1G	0.5880140821704236	0.0011875589665533148
SREBF1	HS6ST1	0.6645570805490703	0.0
ATF1	POGZ	0.6342982158468841	9.824611124642502E-9
CHD1	SFT2D1	0.6372590805812668	0.018184724233354377
SMARCA4	RPF2	0.6554035478793592	9.824611124642502E-9
POLR3A	ALG9	0.6332481653835456	2.0267808875651383E-7
KDM1A	GANAB	0.7026823265568404	0.0
GABPA	METRNL	0.6325537270600614	0.0
CBX2	EPDR1	0.6519216518216283	7.115492800746637E-5
H2AFZ	EME1	0.6663585995855397	7.115492800746637E-5
ARID3A	NKIRAS1	0.7304624149183476	0.0011875589665533148
STAT5A	C2	0.7036913774107509	0.0
SMARCC1	UAP1L1	0.6979190615400701	0.0
CEBPB	BUD13	0.6366170250062888	0.018184724233354377
STAT5A	KL	0.773763892803833	0.0
CCNT2	COQ6	0.6142341592051443	2.0267808875651383E-7
RBBP5	APOO	0.6775027237899389	0.0
RBBP5	APIP	0.6847356123239139	9.824611124642502E-9
GTF2F1	GCET2	0.6144373017801062	0.0
GTF3C2	THEM5	0.6635919457029582	3.6387448609787043E-10
SMC3	FAM54A	0.6304843816779084	3.938213563037252E-6
ELK1	HSD17B11	0.6123751872130148	0.0011875589665533148
RBBP5	METTL2A	0.6268937414329248	7.115492800746637E-5
TBP	SNORA71D	0.653349186925464	0.0
SP2	UBE2Q2P1	0.6426522294069642	0.018184724233354377
KAT2A	TIMM17B	0.6382218986141526	0.018184724233354377
HDAC2	NFYB	0.6158269293231763	9.824611124642502E-9
TRIM28	DPY30	0.6320170632706081	0.018184724233354377
CCNT2	COG3	0.7192431355446646	0.0
NR2C2	COX11	0.6497161456231016	7.115492800746637E-5
TFAP2C	CPLX1	0.6399615362632337	0.018184724233354377
KDM5B	MAFF	0.6615974195658009	7.115492800746637E-5
UBTF	CDC5L	0.6826165871854517	0.0
ETS1	ASTN2	0.6659070688721284	0.0
KAT2A	TMCO6	0.6120612485092971	0.018184724233354377
TFAP2C	SMC1A	0.672742073420884	0.018184724233354377
ZC3H11A	DHX36	0.6183224099923128	0.0
EP300	TMEM164	0.6716446304404198	0.018184724233354377
ZC3H11A	DHX30	0.5810619218119885	3.938213563037252E-6
EP300	TMEM189	0.6413853477336049	9.824611124642502E-9
NR2C2	CUTA	0.6584534053016432	3.938213563037252E-6
CTCFL	ZC3H15	0.6742565127507081	2.0267808875651383E-7
CTCFL	ZC3H18	0.7037759325170664	0.0
TRIM28	NFX1	0.6479927997827712	7.115492800746637E-5
CTCFL	ZC3H7B	0.7253752529368136	0.0
SMARCC1	TMED6	0.6593650040570224	7.115492800746637E-5
BCL11A	MYOF	0.6296337072564191	0.018184724233354377
SUZ12	ZNF283	0.6828585589252404	0.018184724233354377
BCL11A	MYL6	0.6637698385877939	0.0
SUZ12	ZNF276	0.6711168557782416	0.0011875589665533148
RCOR1	ZC3H12B	0.6235518025154888	7.115492800746637E-5
TAF7	CLINT1	0.6361870190992229	0.018184724233354377
SMC3	FAM72B	0.6441472308602718	2.0267808875651383E-7
NR2C2	PITPNA	0.6266396619436432	3.938213563037252E-6
BRF1	C8orf56	0.6595216524333752	2.0267808875651383E-7
SMARCA4	ERCC5	0.7205405183686333	7.115492800746637E-5
SUZ12	ZNF117	0.6780099013365813	7.115492800746637E-5
NR2C2	CTU2	0.6676976317989807	3.938213563037252E-6
KAT2B	MEAF6	0.6654261076537699	0.018184724233354377
SUZ12	ZNF100	0.6408596759109327	0.018184724233354377
BRF2	NDUFAB1	0.635019450489282	3.938213563037252E-6
MAFK	NR2F6	0.6273283183256372	0.0
JUND	SOCS4	0.6521990367798025	0.0011875589665533148
PHF8	GLOD4	0.6966528477612023	7.115492800746637E-5
THAP1	GLOD4	0.6119106846492325	7.115492800746637E-5
MXI1	C20orf111	0.6737452111265081	0.0
POLR3A	AHI1	0.622442538856027	7.115492800746637E-5
GATA1	SGTA	0.6474979512198273	2.0267808875651383E-7
CHD4	C2orf88	0.7125672068282479	0.0
CEBPZ	GPATCH4	0.6142558283419736	3.938213563037252E-6
SUZ12	ZNF141	0.6025573601521894	2.0267808875651383E-7
SUZ12	ZNF146	0.6935562514674763	2.0267808875651383E-7
PPARGC1A	SDK2	0.6137761820863635	0.018184724233354377
H2AFZ	SLC29A2	0.7270821585336946	0.0011875589665533148
TFAP2C	FAM98A	0.6467773241363681	0.018184724233354377
KDM5A	RCAN1	0.6257428062860874	3.6387448609787043E-10
HDAC2	ACBD6	0.642814274176357	0.0011875589665533148
HDAC2	NME7	0.6592137301545082	3.6387448609787043E-10
POLR3G	GABPA	0.6765538617183132	0.0011875589665533148
USF2	ZBTB48	0.6214237854261901	0.018184724233354377
USF2	ZBTB45	0.676826559738985	7.115492800746637E-5
UBTF	SPATS2	0.6723884298097192	0.0
RBBP5	EFTUD1	0.7429390067453189	2.0267808875651383E-7
USF2	ZBTB22	0.6309334171790402	0.018184724233354377
BCL11A	NAB1	0.6290884202120783	2.0267808875651383E-7
TRIM28	LRTOMT	0.57538677322186	0.018184724233354377
KDM4A	BCL2L13	0.5860393251519366	3.938213563037252E-6
HDAC2	ACACA	0.638839014710162	3.938213563037252E-6
SUZ12	NASP	0.6516962488265255	9.824611124642502E-9
BCL11A	NARS	0.6858833433850727	0.0
CCNT2	TRNT1	0.6747186207554441	9.824611124642502E-9
HDAC2	ACADM	0.8337289212181791	0.0
ESRRA	NUDT16	0.6625768752536323	0.0
CTCFL	TPRKB	0.6518388816363913	7.115492800746637E-5
SUZ12	NDUFA2	0.6497254749363721	3.938213563037252E-6
CHD1	USP44	0.7043417542356135	0.018184724233354377
RBBP5	ATL2	0.6680888668849503	0.0011875589665533148
SMARCB1	FLT3LG	0.6963653368487575	3.938213563037252E-6
POLR3G	C11orf46	0.6584930722226	2.0267808875651383E-7
HDAC2	NKG7	0.6705481353658294	0.0
POLR3G	C11orf65	0.6519459655714286	0.018184724233354377
GTF3C2	THAP2	0.6885717660810567	2.0267808875651383E-7
KDM1A	FUNDC1	0.6564913635694638	3.938213563037252E-6
GATA1	RHEBL1	0.6947712535424739	0.018184724233354377
RBBP5	CEBPZ	0.6829436459072972	3.6387448609787043E-10
TAF7	KLHDC7A	0.6787551114344924	0.0
USF2	KDM4DL	0.6410533040207969	3.6387448609787043E-10
BDP1	ANKHD1	0.6091782266121157	2.0267808875651383E-7
GATA1	SELK	0.6770674892365913	0.0
GABPA	RBM38	0.6101836478667421	9.824611124642502E-9
GABPA	RBM28	0.7460233763757194	0.0
GABPA	RBM27	0.6823256411806596	0.0
CREB1	QSER1	0.574022474693086	0.018184724233354377
HDAC1	STATH	0.6844499524749218	0.018184724233354377
GABPA	RBM12	0.6701250887666241	9.824611124642502E-9
GABPA	RBM18	0.7091397677932324	0.0
GABPA	RBM17	0.6619275928052691	7.115492800746637E-5
KDM1A	PDCD1	0.731667268074782	0.0
IRF3	ZAK	0.6769668555918595	0.0011875589665533148
ZNF143	RBBP4	0.5891547215745943	0.0
NFYB	LTV1	0.6892505958791864	0.0011875589665533148
CEBPZ	T	0.584407984417376	0.018184724233354377
SMARCB1	ALS2	0.6836033821886451	2.0267808875651383E-7
KDM1A	ERLIN2	0.6522804570694505	0.018184724233354377
TAF1	TUG1	0.6591774923374509	2.0267808875651383E-7
TRIM28	NBR2	0.6125636071952207	0.0011875589665533148
CBX8	EXOSC5	0.6136447965945068	7.115492800746637E-5
CBX8	EXOSC2	0.6732705720751748	3.938213563037252E-6
MAX	VPS37D	0.6035150615093621	0.0011875589665533148
BRCA1	NDC80	0.6860612924532323	3.938213563037252E-6
SUZ12	HNRNPA2B1	0.6487454641085503	0.0
CREBBP	TAF10	0.6578556853107954	3.938213563037252E-6
ATF1	DNAJC1	0.6207834068034704	2.0267808875651383E-7
H2AFZ	SLC25A6	0.6659207769753017	0.018184724233354377
POU5F1	GATA3	0.628614506628003	0.018184724233354377
GTF3C2	LEPREL2	0.6472888580145657	0.0
ETS1	ADAM29	0.6623757054192789	3.938213563037252E-6
ETS1	ADAM20	0.6329259999367642	0.0011875589665533148
PBX3	COPG	0.6367786313365852	9.824611124642502E-9
CHD1	FAM116B	0.653963873853907	7.115492800746637E-5
KAT2A	MRPL18	0.6855281064195182	0.018184724233354377
GATA1	TFEB	0.6576347325248799	0.0
IRF4	MAN1C1	0.6465363271666127	0.0011875589665533148
KAT2A	MRPL46	0.6204079696394579	0.0
CHD1	FAM119A	0.6324500600814188	0.0
KDM1A	S100Z	0.6887290683848631	0.0
IRF4	SORD	0.647876057404644	0.0
CREBBP	ARHGAP24	0.6463217506908849	0.018184724233354377
CREBBP	ARHGAP17	0.5910024666028516	7.115492800746637E-5
E2F6	NIPSNAP3A	0.6573910864140527	0.0011875589665533148
KDM5B	OSBP	0.6176090840760446	0.0011875589665533148
ZNF384	ALMS1P	0.7056432190583747	0.0
HDAC2	CLCN1	0.6485612848734811	0.018184724233354377
ELK1	RPS21	0.6535680007269097	0.0011875589665533148
USF2	NSUN4	0.6563189701382146	0.0
USF2	NSUN5	0.6315848502989109	0.0
ETS1	MCM2	0.6115239861509801	0.018184724233354377
GABPA	REPS2	0.7363273622379319	0.0
UBTF	SATB2	0.6188117256337902	0.018184724233354377
RBBP5	OCIAD1	0.6829904054374913	3.938213563037252E-6
TAF7	PPP5C	0.6711611261988767	0.0011875589665533148
KAT2A	NEURL3	0.6607985234248573	3.938213563037252E-6
USF2	SEC14L3	0.6192646390503792	0.0
ELK1	RPP14	0.6160947332338849	2.0267808875651383E-7
MAFF	VCPIP1	0.6691767298748184	0.0
STAT5A	PRDM10	0.6388212848886557	0.0
RUNX3	SETD1A	0.6720073234694407	0.0
POLR2A	LOC613037	0.6306472678839293	0.018184724233354377
TRIM28	ATP6V0A2	0.6286064462205321	2.0267808875651383E-7
ARID3A	C22orf25	0.6835348208898083	2.0267808875651383E-7
KAT2A	MTHFS	0.6388544480009207	0.018184724233354377
NFYB	NOL8	0.6948481637489166	0.018184724233354377
ETS1	MAF1	0.7023608872264366	0.0
KDM5B	ATXN2L	0.6394139363073704	3.938213563037252E-6
CEBPB	NCBP2	0.6275469408302897	7.115492800746637E-5
ETS1	MAL2	0.6979141904214222	2.0267808875651383E-7
XRCC4	OCRL	0.6532551382941487	3.938213563037252E-6
MYBL2	EML6	0.6197165691554195	0.0011875589665533148
CEBPD	TIA1	0.5982487513060437	0.018184724233354377
ETS1	MAPT	0.6830315430850907	9.824611124642502E-9
STAT5A	MDS2	0.6450590984753072	0.018184724233354377
ZNF384	CASP8	0.6028628009860406	0.018184724233354377
MXI1	ADIPOR1	0.7781890857801648	0.0
BRCA1	NUSAP1	0.7271129890976279	0.0
IRF4	C3orf59	0.6097140851560698	0.0
TAF7	PPRC1	0.6653116258433275	0.0
HDAC2	CARD14	0.669755642718927	0.0011875589665533148
BRF1	INPP5E	0.69467731851853	0.0011875589665533148
KAT2B	ARHGEF7	0.6652115414208118	7.115492800746637E-5
BCLAF1	UBE2J2	0.6255397271450519	0.0011875589665533148
SP1	D4S234E	0.6835682067777882	0.0
SUZ12	EFTUD1	0.6167471865675709	0.0
JUN	DAPL1	0.651837290859437	0.018184724233354377
USF2	SF3A3	0.6605731316804765	0.0
ZBTB33	AASS	0.598307482901099	0.018184724233354377
ESRRA	ARL5B	0.5928787239728127	0.018184724233354377
BRF1	NEK9	0.6349728312072646	7.115492800746637E-5
GATA1	TAF9	0.5784917076470693	0.018184724233354377
KAT2B	C22orf15	0.6954099453925985	0.0
FOXM1	DLGAP5	0.7536013851341742	0.0
GABPA	CYB5D2	0.6510258940825664	7.115492800746637E-5
IRF4	SIX1	0.6499799866347465	0.0
CHD1	CCDC88B	0.6471337556237908	7.115492800746637E-5
TBP	SFRS17A	0.6487605129706218	0.018184724233354377
BRF1	NOXA1	0.6087600695274663	9.824611124642502E-9
KDM4A	ANKMY1	0.6609901432532653	0.0011875589665533148
ZNF274	USP11	0.6334201180492315	3.938213563037252E-6
IRF4	ZBTB11	0.7000198866778453	0.0
GTF3C2	VPS36	0.6673297206780273	0.0
GTF3C2	VPS54	0.6869391015891603	0.0011875589665533148
ETS1	MDS2	0.6986191205663421	0.0
ZNF384	CAPN7	0.6476906797125466	0.0
ZNF274	USP36	0.7170383531138977	3.938213563037252E-6
IRF4	HOXC4	0.6238829625991577	0.018184724233354377
CREBBP	AFM	0.6293803184126645	0.0
TRIM28	EXOC6B	0.6525126984584804	0.0
BRCA1	BUB1	0.7412445575125847	0.0
E2F6	C12orf24	0.6160425805077464	2.0267808875651383E-7
MEF2A	FAM116A	0.6600283085482078	9.824611124642502E-9
NFYB	DPY19L4	0.6415874278653416	0.0
MAFK	AKNAD1	0.6264552464419213	2.0267808875651383E-7
NFYB	NSL1	0.6959925885432301	0.018184724233354377
E2F6	C12orf11	0.7150452661660193	0.0
E2F6	PLXNA1	0.6429338523649147	0.018184724233354377
ARID3A	EXOSC1	0.6748913290614313	0.018184724233354377
ARID3A	EXOSC8	0.6767410184573815	3.938213563037252E-6
USF1	HIST1H2AB	0.6567088950768002	9.824611124642502E-9
SMARCC2	DCP1A	0.6578754109294056	9.824611124642502E-9
SREBF2	NUDT14	0.6827358341259215	3.6387448609787043E-10
CBX8	CCDC103	0.6211889130974296	0.018184724233354377
USF2	SEPN1	0.6457422424243459	2.0267808875651383E-7
KDM4A	DPF2	0.6523138959741973	0.0
CCNT2	PDS5B	0.7471932817602965	0.0
HCFC1	PRRC1	0.6317106854728485	0.0
E2F6	RCOR1	0.6491618595878311	0.0
SP1	CD200	0.7096459259247391	0.018184724233354377
SP1	CD244	0.7218249916735849	0.0
SP1	CD276	0.6806604915613186	0.0
WRNIP1	INTS10	0.6056729216176739	0.0011875589665533148
GTF2F1	PHPT1	0.6477877649910855	0.0
ESRRA	ARPC3	0.6327330214256862	0.0011875589665533148
SP1	CD2AP	0.7430908720507439	0.0
RBBP5	SDF2L1	0.7049071574982931	0.018184724233354377
CHD1	FAM180B	0.6347973558303928	2.0267808875651383E-7
SMARCC2	NME7	0.6734572028447277	0.0
HCFC1	GPAA1	0.6451469004724382	0.018184724233354377
CCNT2	DDX5	0.700039138406594	0.0
CEBPB	TEX101	0.5777596620735024	7.115492800746637E-5
MAFF	CETN3	0.6398867934615523	3.938213563037252E-6
KAT2B	DDAH2	0.559532755452603	3.938213563037252E-6
KDM1A	STXBP5L	0.6435594334547273	7.115492800746637E-5
ETS1	MID2	0.6396005231392695	0.0
ATF2	MUDENG	0.6617560166054048	0.0
HSF1	ACOT2	0.6552178865820794	3.938213563037252E-6
ATF1	SMC4	0.7178760815380376	3.938213563037252E-6
CREBBP	ESD	0.6468534834532077	0.018184724233354377
FLI1	UCA1	0.6265417041316373	3.938213563037252E-6
ATF2	PLCD4	0.6331335792803939	0.0
CHD1	CCDC21	0.6608813680931431	0.0011875589665533148
MYBL2	ZDHHC12	0.6724756963397209	3.6387448609787043E-10
CHD4	MPRIP	0.6950640002686302	0.0011875589665533148
BCLAF1	SNX14	0.6325142601806223	7.115492800746637E-5
CHD1	CCDC63	0.6420128141148576	0.018184724233354377
CHD1	CCDC43	0.6657973777828166	3.938213563037252E-6
SMARCC2	NKRF	0.6138697770360616	0.018184724233354377
NFYB	NFS1	0.6691376640690829	0.018184724233354377
CHD4	RBM33	0.6759659047641376	0.0
CHD4	RBM20	0.6781434248384702	0.0
GTF2B	BDH2	0.6377569711273421	7.115492800746637E-5
TCF7L2	SART1	0.6183670355016267	0.0011875589665533148
BCLAF1	PITPNM1	0.6614363734625897	0.0011875589665533148
SP1	ZAR1	0.7151037947251864	9.824611124642502E-9
SP1	CD160	0.6433504133896982	3.938213563037252E-6
ZNF274	RNASEH2C	0.6330092360400388	0.018184724233354377
ETS1	MOB2	0.6778937662481678	0.0
SMARCB1	EEF2	0.613651572519781	2.0267808875651383E-7
CREBBP	GEM	0.6307595863721187	0.0011875589665533148
ARID3A	RBBP7	0.7568596067595798	0.0
CBX2	PLA2G16	0.6363270260140362	3.938213563037252E-6
IKZF1	VPS39	0.6047430903743594	0.018184724233354377
E2F6	KIF27	0.6390559234760281	0.018184724233354377
NFYB	NKRF	0.6507293876890531	0.0
CEBPD	TET1	0.6494099964728183	0.0011875589665533148
ELF1	ABL2	0.6843854553718138	0.0011875589665533148
HDAC2	ACSS1	0.6793651993824714	0.0011875589665533148
WRNIP1	ATP5S	0.642233495992498	0.0011875589665533148
ELF1	ABI1	0.7531471334696658	0.0
MYBL2	ESR2	0.6468845560124886	0.018184724233354377
E2F4	CAPN5	0.5989388055553013	0.018184724233354377
RUNX3	TTC21A	0.6210448631578349	7.115492800746637E-5
EZH2	FBXO44	0.6328280046030659	0.0
TBL1XR1	STK38	0.6208070409294397	3.6387448609787043E-10
FOXM1	WDR12	0.6618208095825135	3.938213563037252E-6
EZH2	GDPD2	0.6467573210374128	7.115492800746637E-5
FOXM1	WDR65	0.7219448098222769	0.0
SMARCA4	AEBP2	0.6620148463288068	0.0
STAT5A	MT2A	0.6597287027050529	0.018184724233354377
MYBL2	ETS1	0.7094013830565251	0.0
NR2C2	SNAI1	0.6241056707835929	7.115492800746637E-5
XRCC4	OIP5	0.7113771314545619	0.0
ESRRA	RPS6KA6	0.6852254669478678	3.938213563037252E-6
ELK4	FAIM	0.6333121521042231	0.0
KDM5B	C14orf119	0.6739128437949107	0.0
ELK4	DNAJB1	0.6414359983370747	0.018184724233354377
CHD2	HIST1H1B	0.6194939884199164	0.018184724233354377
CHD1	CELSR3	0.616108960254777	7.115492800746637E-5
CHD2	HIST1H3B	0.6185166552963659	9.824611124642502E-9
CHD2	HIST1H3H	0.6640630575206874	0.0011875589665533148
CHD2	HIST1H3I	0.6221217079734311	0.0011875589665533148
MEF2A	FAM193A	0.6477022411402421	0.0
HCFC1	AARSD1	0.6496919329825757	0.018184724233354377
CHD2	SFRS12	0.6922830118028986	7.115492800746637E-5
KAT2A	MRPS24	0.661925360072738	9.824611124642502E-9
KAT2A	MRPS28	0.6538236981201033	7.115492800746637E-5
BRF1	NKRF	0.6105679164868756	0.018184724233354377
ARID3A	UBR2	0.6438764347209159	7.115492800746637E-5
ARID3A	UBP1	0.7190022514495723	0.0
SMARCC2	NOL8	0.7061149887744543	0.0
HDAC2	ACOT1	0.6414554956488062	3.6387448609787043E-10
SMARCC2	NONO	0.6699163723808025	3.6387448609787043E-10
ELF1	CASC4	0.6127798789554879	0.0011875589665533148
CTCFL	MTERFD3	0.7050961156101074	0.0011875589665533148
ARID3A	ZMYND8	0.6288098187341022	0.0
ARID3A	RPS6KC1	0.6704615334199852	0.0
MYBL2	ERN1	0.6360364502712068	7.115492800746637E-5
SREBF2	C1GALT1C1	0.6128190748560163	3.938213563037252E-6
ELK1	RPL18	0.6949477086403681	0.0
ELK1	RPL27	0.631236823779474	0.018184724233354377
ELK1	RPL29	0.6901065877054119	0.0011875589665533148
ELK1	RPL3L	0.6251785866727387	2.0267808875651383E-7
HMGN3	ANKRD9	0.634490355435496	0.018184724233354377
