V1,V2
HRAS,NFIC
HRAS,PPP2CA
HSD11B2,NFIC
HSD17B1,PRKACB
HSD17B1,SP3
HSD17B2,PRKACB
HSD17B7,PRKACB
HSD3B1,PRKACB
HSD3B2,PRKACB
HSF2BP,VEZF1
HSP90AA1,JAK2
HSP90AA1,MZT2B
HSP90AA1,ODF2
HSP90AA1,PPIL2
HSP90AA1,PXN
HSP90AA1,SRC
HSP90AB1,JAK2
HSP90AB1,PTEN
HSP90AB1,SRC
HSPA1B,NFIC
HSPA1B,NUP205
HSPA1B,PTEN
HSPA2,TGFBRAP1
HSPA5,PTEN
HSPA8,NCBP2
HSPA8,PTEN
HSPA8,SLU7
HSPA8,TF
HSPA8,VPS37A
HSPA9,NFU1
HSPD1,PTEN
HTT,TUBB3
HZGJ,TAF5
ICE1,NCBP2
ICE1,POU2F2
ICE1,ZNF143
ICE2,NCBP2
ICE2,POU2F2
ICE2,ZNF143
IER3,PPP2CA
IFIH1,NLRX1
IFIT1,UBE2L6
IFNA1,JAK1
IFNA10,JAK1
IFNA13,JAK1
IFNA14,JAK1
IFNA16,JAK1
IFNA17,JAK1
IFNA2,JAK1
IFNA21,JAK1
IFNA4,JAK1
IFNA5,JAK1
IFNA6,JAK1
IFNA7,JAK1
IFNA8,JAK1
IFNAR1,JAK1
IFNAR2,JAK1
IFNB1,JAK1
IFNG,JAK1
IFNGR1,JAK1
IFNGR2,JAK1
IFNL1,JAK1
IFNL2,JAK1
IFNL3,JAK1
IFNLR1,JAK1
IFT88,VPS37A
IGBP1,PPP2CA
IGBP1,RPTOR
IGF1,KIT
IGF1,PXN
IGF1R,JAK1
IGF1R,PRKACB
IGF1R,PXN
IGF2,KIT
IGFBP1,SP3
IGFBP3,SP3
IK,MAD1L1
IK,PPP2R5E
IKBKB,NLRX1
IKBKB,PTEN
IKBKB,SRC
IKBKG,NLRX1
IKBKG,PPP2CA
IKZF1,MCRS1
IKZF3,JAK1
IL10,JAK1
IL10RA,JAK1
IL10RB,JAK1
IL11,JAK1
IL11RA,JAK1
IL12A,JAK1
IL12B,JAK1
IL12B,SP3
IL12RB1,JAK1
IL12RB2,JAK1
IL13,JAK1
IL13RA1,JAK1
IL13RA2,JAK1
IL15,JAK1
IL15RA,JAK1
IL17D,JAK1
IL18,JAK2
IL18R1,JAK2
IL19,JAK1
IL1RAP,KIT
IL1RL1,KIT
IL1RL1,TMED1
IL2,JAK1
IL2,POU2F2
IL2,TGFB1
IL20,JAK1
IL20RA,JAK1
IL20RB,JAK1
IL21,JAK1
IL21R,JAK1
IL22,JAK1
IL22RA1,JAK1
IL22RA2,JAK1
IL23R,JAK1
IL24,JAK1
IL24,PTEN
IL26,JAK1
IL27,JAK1
IL27RA,JAK1
IL2RA,JAK1
IL2RB,JAK1
IL2RG,JAK1
IL3,JAK1
IL3,PRKACB
IL31,JAK1
IL31RA,JAK1
IL32,PXN
IL33,KIT
IL3RA,JAK1
IL3RA,PRKACB
IL4,JAK1
IL4,POU2F2
IL4R,JAK1
IL5,POU2F2
IL5RA,JAK1
IL6,JAK1
IL6,NFIC
IL6,TGFB1
IL6R,JAK1
IL6ST,JAK1
IL7,JAK1
IL7R,JAK1
IL9,JAK1
IL9R,JAK1
ILK,PXN
INCENP,MAD1L1
INCENP,NUP205
ING3,MEAF6
ING3,VPS72
ING4,MEAF6
ING5,MEAF6
INHBA,TGFB1
INHBB,POU2F2
INHBB,TGFB1
INHBC,TGFB1
INHBE,TGFB1
INO80,XPC
INO80B,XPC
INO80C,XPC
INO80D,XPC
INO80E,XPC
INPP4A,PTEN
INPP4B,PTEN
INPP5B,PTEN
INPP5D,JAK1
INPP5D,PTEN
INPP5E,PTEN
INPP5F,PTEN
INPPL1,JAK1
INPPL1,PTEN
INS,KIT
INS,PTEN
INSM1,TUBB3
INSR,JAK1
INSR,NFIC
INTS1,NCBP2
INTS1,POU2F2
INTS1,ZNF143
INTS10,NCBP2
INTS10,POU2F2
INTS10,TAF5
INTS10,ZNF143
INTS11,NCBP2
INTS11,POU2F2
INTS11,ZNF143
INTS12,NCBP2
INTS12,POU2F2
INTS12,ZNF143
INTS13,NCBP2
INTS13,POU2F2
INTS13,ZNF143
INTS14,NCBP2
INTS14,POU2F2
INTS14,ZNF143
INTS2,NCBP2
INTS2,POU2F2
INTS2,ZNF143
INTS3,NCBP2
INTS3,POU2F2
INTS3,ZNF143
INTS4,NCBP2
INTS4,POU2F2
INTS4,TAF5
INTS4,ZNF143
INTS5,NCBP2
INTS5,POU2F2
INTS5,ZNF143
INTS6,NCBP2
INTS6,POU2F2
INTS6,TAF5
INTS6,ZNF143
INTS7,NCBP2
INTS7,POU2F2
INTS7,TAF5
INTS7,ZNF143
INTS8,NCBP2
INTS8,POU2F2
INTS8,ZNF143
INTS9,NCBP2
INTS9,POU2F2
INTS9,ZNF143
IPO7,PTEN
IPO8,NUP205
IQCB1,ODF2
IQGAP1,PRKACB
IQGAP1,RPTOR
IQGAP1,SRC
IRAK1,KIT
IRAK1,PPP2CA
IRAK4,KIT
IRAK4,PPP2CA
IRAK4,SRC
IRF1,MED10
IRF1,NFIX
IRF2,POU2F2
IRF3,UBE2L6
IRF3,ZNF143
IRF4,POU2F2
IRF7,TGFB1
IRF8,RFX1
IRF8,VEZF1
IRF9,JAK1
IRS1,JAK1
IRS1,KIT
IRS1,PXN
IRS2,JAK1
IRS4,LGALS3BP
IRX4,ZNF143
ISG15,JAK1
ISG15,NUP205
ISG15,UBE2L6
ISY1,NCBP2
ISY1,SLU7
ITGA1,MYH11
ITGA1,PXN
ITGA10,PXN
ITGA11,PXN
ITGA2,PRKACB
ITGA2,PXN
ITGA2B,PXN
ITGA3,PXN
ITGA4,PRKACB
ITGA4,PXN
ITGA4,SRC
ITGA5,LGALS3BP
ITGA5,PXN
ITGA6,PXN
ITGA7,PXN
ITGA7 VARIANT PROTEIN,PXN
ITGA8,PXN
ITGA8,TGFB1
ITGA9,PXN
ITGAD,PXN
ITGAD,SP3
ITGAE,PXN
ITGAL,PXN
ITGAM,PXN
ITGAV,PXN
ITGAV,SP3
ITGAV,TGFB1
ITGAX,POU2F2
ITGAX,PXN
ITGB1,PRKACB
ITGB1,PTEN
ITGB1,PXN
ITGB1,TGFB1
ITGB2,PXN
ITGB2,SRC
ITGB2,TGFB1
ITGB3,PXN
ITGB3,TGFB1
ITGB3BP,MAD1L1
ITGB4,PXN
ITGB5,MYH11
ITGB5,PXN
ITGB5,TGFB1
ITGB6,PXN
ITGB6,TGFB1
ITGB7,PXN
ITGB8,PXN
ITGB8,TGFB1
ITGBL1,PXN
ITPR1,PRKACB
ITPR2,PRKACB
ITPR3,PRKACB
ITSN1,TF
IVL,KRT1
IVL,POU2F2
IWS1,SUPT6H
JADE1,MEAF6
JAK1,JAK2
JAK1,JAK3
JAK1,KDR
JAK1,KRAS
JAK1,LCK
JAK1,LEPR
JAK1,LIF
JAK1,LIFR
JAK1,LMO4
JAK1,LRPPRC
JAK1,MAP2K1
JAK1,MAP2K2
JAK1,MAP2K6
JAK1,MAP3K1
JAK1,MAP3K11
JAK1,MAP3K5
JAK1,MAPK1
JAK1,MAPK11
JAK1,MAPK14
JAK1,MAPK3
JAK1,MAPK8
JAK1,MAPK9
JAK1,MET
JAK1,MITF
JAK1,MPL
JAK1,NRAS
JAK1,OSM
JAK1,OSMR
JAK1,PDGFD
JAK1,PDGFRA
JAK1,PDGFRB
JAK1,PIAS1
JAK1,PIAS3
JAK1,PIK3CA
JAK1,PIK3CA VARIANT PROTEIN
JAK1,PIK3CB
JAK1,PIK3CD
JAK1,PIK3R1
JAK1,PIK3R2
JAK1,PIK3R3
JAK1,PLAUR
JAK1,PRKCA
JAK1,PRKCB
JAK1,PRKCD
JAK1,PRKCE
JAK1,PRKCZ
JAK1,PRL
JAK1,PRLR
JAK1,PTK2B
JAK1,PTPN1
JAK1,PTPN11
JAK1,PTPN2
JAK1,PTPN6
JAK1,PTPRE
JAK1,RAF1
JAK1,RASA1
JAK1,RHOA
JAK1,SGMS1
JAK1,SH2B2
JAK1,SHC1
JAK1,SMPD1
JAK1,SOCS1
JAK1,SOCS2
JAK1,SOCS3
JAK1,SOCS4
JAK1,SOCS5
JAK1,SOCS6
JAK1,SOCS7
JAK1,SOS1
JAK1,STAM
JAK1,STAM2
JAK1,STAT1
JAK1,STAT2
JAK1,STAT3
JAK1,STAT4
JAK1,STAT5A
JAK1,STAT5B
JAK1,STAT6
JAK1,SYK
JAK1,TEC
JAK1,TNFRSF1A
JAK1,TYK2
JAK1,UBE2L6
JAK1,UGCG
JAK1,USP18
JAK1,VAV1
JAK2,JAK3
JAK2,KHDRBS1
JAK2,KIT
JAK2,LRPPRC
JAK2,LYN
JAK2,MAP2K1
JAK2,MAP2K2
JAK2,MAP3K5
JAK2,MAPK14
JAK2,MAPK3
JAK2,MTOR
JAK2,NCK1
JAK2,NOLC1
JAK2,NRAS
JAK2,PAK2
JAK2,PLCG2
JAK2,PRKACA
JAK2,PRKACB
JAK2,PRKAR2B
JAK2,PRMT5
JAK2,PTEN
JAK2,PTPN11
JAK2,PXN
JAK2,RAP1A
JAK2,RB1
JAK2,RHOA
JAK2,SHC1
JAK2,SOS1
JAK2,SPTAN1
JAK2,STAM
JAK2,STAT1
JAK2,STAT3
JAK2,STAT5A
JAK2,STAT6
JAK2,VCP
JAK2,YWHAZ
JMJD6,NFIX
JMJD6,PPP2CA
JMJD6,SLU7
JUN,MTCH1
JUN,NFIC
JUN,PPP2CA
JUN,PRKACB
JUN,TGFB1
JUNB,POU2F2
JUND,POU2F2
JUND,PTEN
JUP,POU2F2
JUP,PTEN
KARS1,PTEN
KAT2A,MED17
KAT2A,SUPT7L
KAT2B,PTEN
KAT5,MEAF6
KAT5,VPS72
KAT6A,MEAF6
KAT6B,MEAF6
KAT7,MEAF6
KAT8,MSL1
KCNB1,PRKACB
KCNC2,PRKACB
KCNE1,PRKACB
KCNG2,PRKACB
KCNJ11,PRKACB
KCNJ3,PRKACB
KCNJ5,PRKACB
KCNJ6,PRKACB
KCNJ9,PRKACB
KCNK2,PRKACB
KCNMA1,PRKACB
KCNMB1,PRKACB
KCNMB2,PRKACB
KCNMB3,PRKACB
KCNMB4,PRKACB
KCNQ1,PRKACB
KCNS3,PRKACB
KCNU1,PRKACB
KDELR1,KIF11
KDELR1,KIF15
KDELR1,KIF18A
KDELR1,KIF22
KDELR1,KIF23
KDELR1,KIF26A
KDELR1,KIF2A
KDELR1,KIF2B
KDELR1,KIF2C
KDELR1,KIF3A
KDELR1,KIF3B
KDELR1,KIF3C
KDELR1,KIF4A
KDELR1,KIF4B
KDELR1,KIF5A
KDELR1,KIFAP3
KDELR1,KLC1
KDELR1,KLC2
KDELR1,NBAS
KDELR1,RAB1A
KDELR1,RAB1B
KDELR1,RAB2A
KDELR1,RAB6A
KDELR1,RAB7A
KDELR1,RACGAP1
KDELR1,RINT1
KDELR1,SEC22B
KDELR1,SPTA1
KDELR1,SPTAN1
KDELR1,SPTB
KDELR1,SPTBN1
KDELR1,SPTBN2
KDELR1,SPTBN4
KDELR1,SPTBN5
KDELR1,STX18
KDELR1,STX5
KDELR1,TMED10
KDELR1,TMED2
KDELR1,TMED3
KDELR1,TMED7
KDELR1,TMED9
KDELR1,TMEM115
KDELR1,USE1
KDELR1,USO1
KDELR1,YKT6
KDELR1,ZW10
KDM1A,SLU7
KDM3A,PRKACB
KDM3A,RPS6KA5
KDM3B,PRKACB
KDM6A,SUPT6H
KDM6B,PHC3
KDR,PXN
KHDRBS1,SRC
KIAA0142,PXN
KIF11,PTEN
KIF18A,MAD1L1
KIF24,ODF2
KIF2A,MAD1L1
KIF2A,PPP2CA
KIF2B,MAD1L1
KIF2C,MAD1L1
KISS1R,PPP2CA
KIT,KITLG
KIT,KRAS
KIT,LCK
KIT,LYN
KIT,MAPK8
KIT,MATK
KIT,MYD88
KIT,NGF
KIT,NRAS
KIT,NTF3
KIT,NTF4
KIT,PDGFA
KIT,PDGFB
KIT,PDGFC
KIT,PDGFD
KIT,PDGFRA
KIT,PGF
KIT,PIK3C2B
KIT,PIK3CA
KIT,PIK3CA VARIANT PROTEIN
KIT,PIK3CB
KIT,PIK3CD
KIT,PIK3R1
KIT,PIK3R2
KIT,PIK3R3
KIT,PLCB1
KIT,PLCB2
KIT,PLCB3
KIT,PLCB4
KIT,PRKCA
KIT,PTPN11
KIT,PTPN6
KIT,PTPRO
KIT,PTPRU
KIT,RPS6KB1
KIT,SH2B1
KIT,SH2B2
KIT,SH2B3
KIT,SHC1
KIT,SHC2
KIT,SHC3
KIT,SHC4
KIT,SNAI2
KIT,SOCS1
KIT,SOCS6
KIT,SOS1
KIT,SP1
KIT,SPRED2
KIT,SRC
KIT,STAP1
KIT,STAT1
KIT,STAT3
KIT,STAT5A
KIT,STAT5B
KIT,TEC
KIT,TGFA
KIT,TRAF6
KIT,VAV1
KIT,VEGFA
KIT,VEGFB
KIT,VEGFC
KIT,VEGFD
KIT,YES1
KITLG,ORC3
KLC4,YWHAB
KLC4,YWHAG
KLC4,YWHAZ
KLF5,TGFB1
KLF6,POU2F2
KLK3,SP3
KLKB1,SP3
KNL1,MAD1L1
KNTC1,MAD1L1
KPNA1,NUP205
KPNA2,NCBP2
KPNA2,NUP205
KPNA3,NCBP2
KPNA3,NUP205
KPNA4,NCBP2
KPNA4,NUP205
KPNA5,NUP205
KPNA6,NCBP2
KPNA7,NUP205
KPNB1,NCBP2
KPNB1,NUP205
KRAS,PPP2CA
KRT1,KRT10
KRT1,KRT12
KRT1,KRT13
KRT1,KRT14
KRT1,KRT15
KRT1,KRT16
KRT1,KRT17
KRT1,KRT18
KRT1,KRT19
KRT1,KRT2
KRT1,KRT20
KRT1,KRT23
KRT1,KRT24
KRT1,KRT25
KRT1,KRT26
KRT1,KRT27
KRT1,KRT28
KRT1,KRT31
KRT1,KRT32
KRT1,KRT33A
KRT1,KRT33B
KRT1,KRT34
KRT1,KRT35
KRT1,KRT36
KRT1,KRT37
KRT1,KRT38
KRT1,KRT39
KRT1,KRT40
KRT1,KRT9
KRT1,LOR
KRT1,MBL2
KRT1,NFKB1
KRT1,PI3
KRT1,RARB
KRT1,SFN
KRT16,SP3
KRT17,NFIC
KRT6A,POU2F2
KRTDAP,POU2F2
KSR1,PPP2CA
L1CAM,PXN
L1CAM,RPS6KA5
LAGE3,TPRKB
LAMB1,TGFB1
LAMTOR1,RPTOR
LAMTOR2,RPTOR
LAMTOR4,RPTOR
LAMTOR5,RPTOR
LARP1,RPTOR
LARS,RPTOR
LAT,MAP4K1
LCAT,SP3
LCK,MAP4K1
LCK,PXN
LCP2,MAP4K1
LEFTY1,TGFB1
LEFTY2,TGFB1
LEO1,SUPT6H
LGALS1,MCM2
LGALS1,PTEN
LGALS3,SERPINA1
LGALS3BP,MAG
LGALS3BP,PPIC
LGALS3BP,SIGLEC1
LGALS3BP,SIGLEC10
LGALS3BP,SIGLEC11
LGALS3BP,SIGLEC12
LGALS3BP,SIGLEC14
LGALS3BP,SIGLEC16
LGALS3BP,SIGLEC5
LGALS3BP,SIGLEC6
LGALS3BP,SIGLEC7
LGALS3BP,SIGLEC8
LGALS3BP,SIGLEC9
LGALS3BP,SIGLECL1
LGALS3BP,STAT3
LGALS3BP,STAT6
LGALS3BP,TRADD
LGALS3BP,VCL
LHB,SP3
LHCGR,NFIC
LILRB1,POU2F2
LIMD2,MAP4K1
LIMK1,PXN
LIMS1,PXN
LIMS2,PXN
LIN54,SP3
LIN54,ZNF143
LIPE,PRKACB
LITAF,POU2F2
LMAN1,SERPINA1
LMO1,ZNF143
LMO2,MED17
LMOD1,MYH11
LMOD1,PXN
LOC729862,STRIP1
LPAR4,RPS6KA5
LPXN,TGFB1
LRPPRC,MFN1
LRRC32,TGFB1
LSM10,NCBP2
LSM11,NCBP2
LSM2,NCBP2
LSM2,SLU7
LSM3,NCBP2
LSM4,NCBP2
LSM5,NCBP2
LSM6,NCBP2
LSM7,NCBP2
LSM8,NCBP2
LTBP1,TGFB1
LTBP3,TGFB1
LTBP4,TGFB1
LTC4S,SP3
LUC7L3,MFN1
LY86,POU2F2
LYN,PXN
LYN,SRC
MAD1L1,MAD2L1
MAD1L1,MAD2L2
MAD1L1,MAPRE1
MAD1L1,MIS12
MAD1L1,MNAT1
MAD1L1,NDC80
MAD1L1,NDE1
MAD1L1,NDEL1
MAD1L1,NEK2
MAD1L1,NSL1
MAD1L1,NUDC
MAD1L1,NUF2
MAD1L1,NUP107
MAD1L1,NUP133
MAD1L1,NUP160
MAD1L1,NUP37
MAD1L1,NUP43
MAD1L1,NUP85
MAD1L1,NUP98
MAD1L1,PAFAH1B1
MAD1L1,PDS5A
MAD1L1,PDS5B
MAD1L1,PLK1
MAD1L1,PMF1
MAD1L1,PPP1CC
MAD1L1,RAD21
MAD1L1,RANBP2
MAD1L1,RANGAP1
MAD1L1,RCC2
MAD1L1,RNF8
MAD1L1,RPS27
MAD1L1,SEC13
MAD1L1,SEH1L
MAD1L1,SGO1
MAD1L1,SGO2
MAD1L1,SKA1
MAD1L1,SKA2
MAD1L1,SMC1A
MAD1L1,SMC3
MAD1L1,SPC24
MAD1L1,SPC25
MAD1L1,SPDL1
MAD1L1,STAG1
MAD1L1,STAG2
MAD1L1,TAOK1
MAD1L1,TP53
MAD1L1,TPR
MAD1L1,TTK
MAD1L1,WAPL
MAD1L1,XPO1
MAD1L1,ZW10
MAD1L1,ZWILCH
MAD1L1,ZWINT
MAGED1,RFX1
MAGI1,PTEN
MAGI2,PTEN
MAGI3,PTEN
MAGOH,NCBP2
MAGOH,NUP205
MAGOH,PPP2CA
MAGOH,SLU7
MAGOH,SMG1
MAGOHB,NCBP2
MAGOHB,NUP205
MAGOHB,PPP2CA
MAGOHB,SLU7
MAGOHB,SMG1
MAK16,RPF1
MAN1A1,MAN2B1
MAP2K1,MAP2K4
MAP2K1,PPP2CA
MAP2K1,PRKACB
MAP2K1,SRC
MAP2K2,MAP2K4
MAP2K2,PPP2CA
MAP2K2,PRKACB
MAP2K4,MAP3K5
MAP2K4,MAPK14
MAP2K4,MAPK3
MAP2K4,PAK2
MAP2K4,RAC2
MAP2K4,REEP5
MAP2K4,ROCK2
MAP2K4,TAB1
MAP2K4,TIA1
MAP2K4,TRADD
MAP2K4,TRAF6
MAP3K1,MAP4K1
MAP3K11,MAP4K1
MAP3K12,SP3
MAP3K20,RPS6KA5
MAP3K5,PRKACB
MAP3K7,MAP4K1
MAP4K1,MAPK8IP1
MAP4K1,MAPK8IP2
MAP4K1,NCK1
MAP4K1,PIK3R1
MAP4K1,PIM2
MAP4K1,RAC1
MAP4K1,SRC
MAP4K1,STK10
MAP4K1,TRAV3
MAP4K1,TRB
MAP4K1,ZAP70
MAPK1,PPP2CA
MAPK1,PRKACB
MAPK1,PXN
MAPK1,RPS6KA5
MAPK1,TGFB1
MAPK10,PRKACB
MAPK11,PHC3
MAPK11,PPP2CA
MAPK11,PRKACB
MAPK11,RPS6KA5
MAPK12,PPP2CA
MAPK12,PRKACB
MAPK12,RPS6KA5
MAPK13,PPP2CA
MAPK13,PRKACB
MAPK13,RPS6KA5
MAPK14,PHC3
MAPK14,PPP2CA
MAPK14,PRKACB
MAPK14,RPS6KA5
MAPK14,SRC
MAPK3,PDK2
MAPK3,PPP2CA
MAPK3,PRKACB
MAPK3,PXN
MAPK3,RPS6KA5
MAPK3,RPTOR
MAPK3,SRC
MAPK3,TGFB1
MAPK3,UBE2L6
MAPK8,PRKACB
MAPK8,PXN
MAPK9,PPP2CA
MAPK9,PRKACB
MAPKAPK3,PHC3
MAPKAPK3,SRC
MAPKAPK5,PRKACB
MAPRE1,MZT2B
MAPRE1,ODF2
MARK4,ODF2
MAT2B,SP3
MAVS,MFN1
MAVS,NLRX1
MAVS,SRC
MAX,POU2F2
MAX,PPP2CA
MAX,SUPT7L
MBL2,NFIC
MBNL1,SP3
MBNL1,SUGP2
MBNL2,SUGP2
MBNL3,SUGP2
MBP,NFIC
MCC,TGFB1
MCM10,ORC3
MCM10,ORC5
MCM2,ORC3
MCM2,ORC5
MCM3,ORC3
MCM3,ORC5
MCM3AP,ORC6
MCM3AP,PCID2
MCM3AP,SPI1
MCM4,ORC3
MCM4,ORC5
MCM5,ORC3
MCM5,ORC5
MCM6,ORC3
MCM6,ORC5
MCM7,ORC3
MCM7,ORC5
MCM8,ORC3
MCM8,ORC5
MCM9,ORC3
MCM9,ORC5
MCMDC2,ORC3
MCMDC2,ORC5
MCRS1,MFAP1
MCRS1,OGT
MCRS1,RAD23B
MCRS1,RUVBL1
MCRS1,UBR5
MCRS1,UCHL5
MCRS1,WDR5
MCRS1,XPC
MDFI,VPS72
MDM2,NUP205
MDM2,PPP2CA
MEAF6,MORF4L1
MEAF6,MORF4L2
MEAF6,MRGBP
MEAF6,PML
MEAF6,RUVBL1
MEAF6,RUVBL2
MEAF6,TP53
MEAF6,TRRAP
MEAF6,VPS72
MEAF6,YEATS4
MED1,MED10
MED1,MED11
MED1,MED17
MED1,MED23
MED1,PRKACB
MED1,SRC
MED1,TGFB1
MED10,MED11
MED10,MED12
MED10,MED13
MED10,MED13L
MED10,MED14
MED10,MED15
MED10,MED16
MED10,MED17
MED10,MED18
MED10,MED19
MED10,MED20
MED10,MED21
MED10,MED22
MED10,MED23
MED10,MED24
MED10,MED25
MED10,MED26
MED10,MED27
MED10,MED28
MED10,MED29
MED10,MED30
MED10,MED31
MED10,MED4
MED10,MED6
MED10,MED7
MED10,MED8
MED10,MED9
MED10,NCOA1
MED10,NCOA2
MED10,NCOA3
MED10,NCOA6
MED10,NCOR1
MED10,NCOR2
MED10,PPARA
MED10,PPARG
MED10,PPARGC1A
MED10,RXRA
MED10,SMARCD3
MED10,TBL1X
MED10,TBL1XR1
MED10,TGFB1
MED10,TGS1
MED10,THRAP3
MED10,TNF
MED10,WNT1
MED10,WNT10B
MED11,MED12
MED11,MED13
MED11,MED13L
MED11,MED14
MED11,MED15
MED11,MED16
MED11,MED17
MED11,MED18
MED11,MED19
MED11,MED20
MED11,MED21
MED11,MED22
MED11,MED23
MED11,MED24
MED11,MED25
MED11,MED26
MED11,MED27
MED11,MED28
MED11,MED29
MED11,MED30
MED11,MED31
MED11,MED4
MED11,MED6
MED11,MED7
MED11,MED8
MED11,MED9
MED11,NCOA1
MED11,NCOA2
MED11,NCOA3
MED11,NCOA6
MED11,NCOR1
MED11,NCOR2
MED11,PPARA
MED11,PPARG
MED11,PPARGC1A
MED11,RXRA
MED11,SMARCA2
MED11,SMARCD1
MED11,SMARCD3
MED11,TBL1X
MED11,TBL1XR1
MED11,TBL1Y
MED11,TGFB1
MED11,TGS1
MED11,THRAP3
MED11,TNF
MED11,WNT1
MED11,WNT10B
MED12,MED17
MED12,PTEN
MED12,TGFB1
MED13,MED17
MED13,TGFB1
MED13L,MED17
MED13L,SP3
MED13L,TGFB1
MED14,MED17
MED14,TGFB1
MED15,MED17
MED15,TGFB1
MED16,MED17
MED16,TGFB1
MED17,MED18
MED17,MED19
MED17,MED20
MED17,MED21
MED17,MED22
MED17,MED23
MED17,MED24
MED17,MED25
MED17,MED26
MED17,MED27
MED17,MED28
MED17,MED29
MED17,MED30
MED17,MED31
MED17,MED4
MED17,MED6
MED17,MED7
MED17,MED8
MED17,MED9
MED17,NCOA1
MED17,NCOA2
MED17,NCOA3
MED17,NCOA6
MED17,NCOR1
MED17,NCOR2
MED17,PAGR1
MED17,PARP1
MED17,POLR2G
MED17,PPARA
MED17,PPARG
MED17,PPARGC1A
MED17,RELA
MED17,RXRA
MED17,RXRB
MED17,RXRG
MED17,SMARCA2
MED17,SMARCB1
MED17,SMARCD1
MED17,SMARCD3
MED17,SSBP2
MED17,SSBP3
MED17,SSBP4
MED17,SUPT3H
MED17,TBL1X
MED17,TBL1XR1
MED17,TBL1Y
MED17,TGFB1
MED17,TGS1
MED17,THRA
MED17,THRAP3
MED17,THRB
MED17,TNF
MED17,TP53
MED17,WNT1
MED17,WNT10B
MED18,TGFB1
MED19,TGFB1
MED20,TGFB1
MED21,TGFB1
MED22,TGFB1
MED23,MED30
MED23,NCOR1
MED23,NCOR2
MED23,SP3
MED23,TBL1X
MED23,TBL1XR1
MED23,TGFB1
MED23,THRAP3
MED24,TGFB1
MED25,TGFB1
MED26,TGFB1
MED27,TGFB1
MED28,TGFB1
MED29,TGFB1
MED30,TGFB1
MED31,TGFB1
MED4,TGFB1
MED6,TGFB1
MED7,TGFB1
MED8,TGFB1
MED9,TGFB1
MEF2A,POU2F2
MEF2A,PRKACB
MEF2C,PRKACB
MEF2D,PRKACB
MEOX2,TGFB1
METTL14,NCBP2
METTL3,NCBP2
MFN1,MFN2
MFN1,OPA1
MFN1,VCP
MGME1,POLG
MICAL1,PXN
MICALL1,PXN
MIOS,RPTOR
MIPEP,SP3
MKNK1,PPP2CA
MKRN1,PTEN
MKS1,ODF2
MLLT1,NCBP2
MLLT1,SUPT6H
MLLT3,NCBP2
MLLT3,SUPT6H
MLPH,RAB27B
MLST8,PPP2CA
MLST8,RPTOR
MLXIPL,PRKACB
MMAA,MMUT
MMP9,TGFB1
MNAT1,NCBP2
MNAT1,SUPT6H
MNAT1,XPC
MOB1A,TGFBRAP1
MOB3A,TGFBRAP1
MOB4,PPP2CA
MORF4L1,PPP2CA
MORF4L1,VPS72
MORF4L2,PPP2CA
MORF4L2,VPS72
MRC1,TGFB1
MRC2,TGFB1
MRGBP,VEZF1
MRGBP,VPS72
MRPL1,MRPL2
MRPL1,MRPL34
MRPL1,MRPS14
MRPL1,MRPS33
MRPL1,MTIF3
MRPL10,MRPL2
MRPL10,MRPL34
MRPL10,MRPS14
MRPL10,MTIF3
MRPL11,MRPL2
MRPL11,MRPL34
MRPL11,MRPS14
MRPL11,MTIF3
MRPL12,MRPL2
MRPL12,MRPL34
MRPL12,MRPS14
MRPL12,MTIF3
MRPL13,MRPL2
MRPL13,MRPL34
MRPL13,MRPS14
MRPL13,MRPS33
MRPL13,MTIF3
MRPL14,MRPL2
MRPL14,MRPL34
MRPL14,MRPS14
MRPL14,MTIF3
MRPL15,MRPL2
MRPL15,MRPL34
MRPL15,MRPS14
MRPL15,MRPS33
MRPL15,MTIF3
MRPL16,MRPL2
MRPL16,MRPL34
MRPL16,MRPS14
MRPL16,MRPS33
MRPL16,MTIF3
MRPL17,MRPL2
MRPL17,MRPL34
MRPL17,MRPS14
MRPL17,MRPS33
MRPL17,MTIF3
MRPL18,MRPL2
MRPL18,MRPL34
MRPL18,MRPS14
MRPL18,MRPS33
MRPL18,MTIF3
MRPL19,MRPL2
MRPL19,MRPL34
MRPL19,MRPS14
MRPL19,MRPS33
MRPL19,MTIF3
MRPL2,MRPL20
MRPL2,MRPL21
MRPL2,MRPL22
MRPL2,MRPL23
MRPL2,MRPL24
MRPL2,MRPL27
MRPL2,MRPL28
MRPL2,MRPL3
MRPL2,MRPL30
MRPL2,MRPL32
MRPL2,MRPL33
MRPL2,MRPL34
MRPL2,MRPL35
MRPL2,MRPL36
MRPL2,MRPL37
MRPL2,MRPL38
MRPL2,MRPL39
MRPL2,MRPL4
MRPL2,MRPL40
MRPL2,MRPL41
MRPL2,MRPL42
MRPL2,MRPL43
MRPL2,MRPL44
MRPL2,MRPL45
MRPL2,MRPL46
MRPL2,MRPL47
MRPL2,MRPL48
MRPL2,MRPL49
MRPL2,MRPL50
MRPL2,MRPL51
MRPL2,MRPL52
MRPL2,MRPL53
MRPL2,MRPL54
MRPL2,MRPL55
MRPL2,MRPL57
MRPL2,MRPL58
MRPL2,MRPL9
MRPL2,MRPS10
MRPL2,MRPS11
MRPL2,MRPS12
MRPL2,MRPS14
MRPL2,MRPS15
MRPL2,MRPS16
MRPL2,MRPS17
